SMILES,InChI,Count
c1nc2ccc3ocnc3c2[nH]1,QXIMMSGHJUGJBJ-UHFFFAOYSA-N,1
c1cn2c3c(nc2cn1)CCC3,QXGXBBPWZYWZII-UHFFFAOYSA-N,1
C=C1CCC2C(CCC3c4ccccc4NC32)C1,LTELQWNRCJMQAV-UHFFFAOYSA-N,1
C=C1CC2C3CCC(=O)CC3C(=O)CC2C2C(=O)CC(=O)C12,LTCKUCJUUBSSMG-UHFFFAOYSA-N,1
c1ccc2c(c1)[nH]c1c3ccoc3ccc21,LTBZJICGJURUBH-UHFFFAOYSA-N,1
O=C1CCSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CNC(=O)CN1,LTAOAJQFPWZMEP-UHFFFAOYSA-N,1
c1ccc2cc3c(cc2c1)C1CCC3C1,LSZXUYQUYPLBCX-UHFFFAOYSA-N,1
C1CC2CC1C1C3OC(C21)C1C2CC(C4COCC42)C31,LSZBZWICRFPHCR-UHFFFAOYSA-N,1
O=C1NCC=CCNC1=O,LSYDAIHATZYRFD-UHFFFAOYSA-N,1
c1cnc2ccc3c4ccncc4[nH]c3c2c1,LSYBJHMNIBCGDY-UHFFFAOYSA-N,1
C1N=NCO1,LSXASSHCHQDGRF-UHFFFAOYSA-N,1
O=C1CNC(=O)CNC(=O)CCCCCNC(=O)CCNC(=O)CNC(=O)CNC(=O)C2CC(=O)NCCCCC(C1)C(=O)N2,LSWNYDGWZZWTHV-UHFFFAOYSA-N,1
C=c1[nH]c(=O)c2n(c1=O)Cn1cncc1C=2,LSVQTEOEVWJPCB-UHFFFAOYSA-N,1
O=C1Cc2cc3nc(cc4nc(cc5ccc(cc1[nH]2)[nH]5)C1C=CCC=C41)C=C3,LSUZVZPCFRJKFC-UHFFFAOYSA-N,1
O=S1(=O)c2ccccc2OC2CCN1C2,LSUXXSBPZIFJGU-UHFFFAOYSA-N,1
O=C1CC=Nc2ncccc21,QXUSBOKZKRAPTI-UHFFFAOYSA-N,1
O=c1nc2n(c3c1CNCC3)CCCN2,QXSOJARYBIQXIR-UHFFFAOYSA-N,1
c1ccc2c(c1)cc1n2CCc2c-1[nH]c1ccccc21,QXRZHESFCPDBIE-UHFFFAOYSA-N,1
O=C1NC=NC2CSCC12,QXQKUMFCCSWADG-UHFFFAOYSA-N,1
O=C1C=CC=CC(=O)CCC=C1,QXPOISKBMFWSNY-UHFFFAOYSA-N,1
O=C1COc2ccncc21,QXOMUBDULVFFBM-UHFFFAOYSA-N,1
C1=NCN2C=NNC12,QXOISRAIZIDOTB-UHFFFAOYSA-N,1
O=C1CNC(=O)CNC(=O)C23CC2C(CCN3)NC(=O)CN1,QXOCRAFMIVLVFV-UHFFFAOYSA-N,1
c1ccc2c(c1)cnc1scc[n+]12,LSQDCQSXMAGODJ-UHFFFAOYSA-N,1
O=C1CNC(=O)CNC(=O)CNC(=O)c2ccc(s2)CNC(=O)CN1,LSPPHALEOZMQCB-UHFFFAOYSA-N,1
O=c1ccc2cc3c(cc2o1)CCCO3,LSPLLTOEGBDUQJ-UHFFFAOYSA-N,1
C1=C2OCCC2Cc2nc3ccccc3nc2C1,LSPLGFJPMLTFAW-UHFFFAOYSA-N,1
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CNC(=O)c3cc(cc(c3)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N2)C(=O)NCCN1,LSOWJYCQJBUHKW-UHFFFAOYSA-N,1
c1cc2ncc3c(n2n1)CSC3,LSOASIDBXCORDM-UHFFFAOYSA-N,1
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CSCCN1,QYATTXFXLLHOFN-UHFFFAOYSA-N,1
O=C1OC23C(=O)CC4CCCCC4C2CCC12CCCCC23,QYAQFFIOUDZRKD-UHFFFAOYSA-N,1
O=C1CC2CC=CCCCC=CCC2C1,QYANXMHYFUTBRW-UHFFFAOYSA-N,1
c1cc2c(cn1)CNC1(CC1)CO2,QXZLYAYHHNRJJN-UHFFFAOYSA-N,1
O=C1Oc2ccccc2C2OCCCC12,QXXSLYUJZDYDSA-UHFFFAOYSA-N,1
S=c1sc2c3ccccc3c3cccc4c3c2n1CC4,QXXRFFUKXXEHOS-UHFFFAOYSA-N,1
c1cc2cscc2cn1,QXWYLVQTEJWMKW-UHFFFAOYSA-N,1
O=C1CSCC(=O)Nc2ccccc2N1,QXWVLUFPWNXPQD-UHFFFAOYSA-N,1
c1ccc2c(c1)Cc1cc[nH+]cc1-2,QXVYBAAJUSTEBJ-UHFFFAOYSA-O,1
c1ccc2c(c1)Cc1ccncc1-2,QXVYBAAJUSTEBJ-UHFFFAOYSA-N,1
c1cc2ccc1CCc1ccc(cc1)Oc1ccc(cc1)CCc1ccc(cc1)O2,LSIHQVHSOOIGPS-UHFFFAOYSA-N,1
O=C1NCCc2ccc(nc2)OCCCCOc2cccc1c2,LSGRQWMAJKDUCY-UHFFFAOYSA-N,1
O=C1CCSSCC2NC(=O)C3CSSCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C4CCCN4C(=O)CNC(=O)C(CSSCC(NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C4CCCN4C(=O)CN1)C(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)N3)NC(=O)CNC(=O)CNC(=O)CNC2=O,LSGITAXBUKOGOM-UHFFFAOYSA-N,1
O=c1cnc2c([nH]1)CCCC2,LSGFRZKZEUUPIP-UHFFFAOYSA-N,1
O=C1CCC2(CCOC2=O)C(=O)C1,LSGCNKUUYXOFIO-UHFFFAOYSA-N,1
c1cc2c(o1)c1ccc3c(c1c1ncoc21)CCCC3,LSGBKOXIGUZDNK-UHFFFAOYSA-N,1
C=C1C(=O)OC2CCC3CCC4OC34CC12,QYDHHOGKZIISSX-UHFFFAOYSA-N,1
O=C1CCNC(=O)c2cccc(c2)Oc2cccc(c2)COC2CCNCC2N1,QYDDGKOHWUKOEW-UHFFFAOYSA-N,1
O=C1NCCCCCCCCCn2cc(cn2)-c2nc1co2,QYCIQVKLPCBNNC-UHFFFAOYSA-N,1
O=C1CCN2N1CCC21CCCC1,QYBBBDUZUAHPTJ-UHFFFAOYSA-N,1
O=C1C=Nc2cccc3ccnc1c23,QYAZHDQQSNQBJV-UHFFFAOYSA-N,1
O=C1C=C2C(CC1)C1CCC3C(C4CC4C34CCC(=O)C4)C1C1CC21,LSLZTDARLXLNJI-UHFFFAOYSA-N,1
O=C1NC(=O)C2(C(=O)N1)C1CC3CC(C1)CC2C3,LSLRLZMJVVDPCN-UHFFFAOYSA-N,1
C1CC2=C(C1)C1CC1CCC2,LSLRCTFFSGWZNT-UHFFFAOYSA-N,1
O=C1NS(=O)(=O)CCCC=CCC2OCCC2CN2CC3(CCCc4ccccc43)COc3ncc1nc32,LSKQLAAPCXNCGS-UHFFFAOYSA-N,1
O=C1NC[N+]2=C3N1CCC31c3ccccc3NC1C=C2,LSKMNKYSKWRMJW-UHFFFAOYSA-O,1
c1ccc2c(c1)NC1COCCC21,LSDVHMDYXBXTLO-UHFFFAOYSA-N,1
O=C1CC2CCCC(COc3ccccc3C(=O)NCCN1)O2,LSCWMMVBZNCEKD-UHFFFAOYSA-N,1
C1=NC=C2CNCC2C1,LSCMMXUYVZESHW-UHFFFAOYSA-N,1
C1=CC2=CC3C4CCCC4CCC3C2CC1,LSCGVIIIQCFJOJ-UHFFFAOYSA-N,1
O=c1ccc2cc3c(nc2o1)NCCC3,LSBQPDLAOJZQKZ-UHFFFAOYSA-N,1
O=C1OCC2(C1=O)C1CC3OC(=O)C4(CCCC342)O1,QYKRLNDKDAAVKK-UHFFFAOYSA-N,1
C=C1c2ccccc2C(=O)c2[nH]c3ccccc3c21,QYJTVJIEPMMUBQ-UHFFFAOYSA-N,1
c1ccc2c(c1)CCc1c-2n2c3c(cccc13)CCC2,QYJQPTZYAPNVDG-UHFFFAOYSA-N,1
O=S1(=O)N=CNc2cc3c(cc21)OCCO3,QYIWPZNKCZBVGS-UHFFFAOYSA-N,1
C1=CCCC2CCCC2CC2(CCCC1)CO2,QYHJRCOCNFBSBZ-UHFFFAOYSA-N,1
C1=C2CC3C4Cc5nonc5CC4CCC3C2CCC2(C1)CC1NCCCC1O2,QYGYFCLBNRPGPL-UHFFFAOYSA-N,1
C=C1COc2ccc3oc4ccccc4c3c2C1=O,QYFMHEFMWOMFRZ-UHFFFAOYSA-N,1
N=C1c2nc3n(c2C(=O)c2nc4n(c21)CCCC4)CCCC3,LSJYKGSGZXKCFX-UHFFFAOYSA-N,1
C=C1CC23C(=O)C(=O)C4C5CCCC46C(NC5)C2C(=O)C1CC36,LSJLZCJVAHZPTG-UHFFFAOYSA-N,1
O=C1OCCCOc2cccc(n2)C2CCC(CC2)OCC2CCCN12,LSJGTDHYNDTULV-UHFFFAOYSA-N,1
O=C1NS(=O)(=O)CCCCCC2(OCCS2)C2CCC2CN2CC3(CCCc4ccccc43)COc3ccc1cc32,LSIQLUCOSRNAIW-UHFFFAOYSA-N,1
c1cc2nc(c1)CCNCCNCCCCC2,LRSZAHJJPNDBTI-UHFFFAOYSA-N,1
O=c1cc2c3cccc4cccc(c5cccc(c1=O)c52)c43,LRSIAVFKKHJJNE-UHFFFAOYSA-N,1
C1=C2CCCCC2=NC2CCCCC12,LRSCIYPDEMDQMT-UHFFFAOYSA-N,1
O=C1CCC2C(=O)C1CC1=C3CCOCC3CCC12,LRRKWCKHYNTCDR-UHFFFAOYSA-N,1
O=C1C=CC2C3CCC4=C5C(CC4)CCC52C(=O)N(CC1)C3,QYORWGBFVYRKNC-UHFFFAOYSA-N,1
C1CCC2(CC1)CCC1(OO2)C2CC3CC(C2)CC1C3,QYOPIIDXAUXKRY-UHFFFAOYSA-N,1
c1ccc2c(c1)c1cccc3ccc4cc5c(c2c4c31)CCC1OC51,QYNOIRQLBKNHSW-UHFFFAOYSA-N,1
O=C1OCCC=CC=CC=CCCc2nc(co2)C(=O)OCCC=CC2OC2C=CC=Cc2nc1co2,QYMBUBFCVIKJIM-UHFFFAOYSA-N,1
O=[PH]1NCCCCN1,QYKSPNMTKCEVOK-UHFFFAOYSA-N,1
O=C1CCCOC(=O)Cc2ccccc2C(=O)CC1,LSAQMMIFTGZSNT-UHFFFAOYSA-N,1
O=C1OC2C=C1CCCC=CCCCC=CC2,LSABRBNAZVYXQX-UHFFFAOYSA-N,1
O=C1OCCCc2c[nH]c3ccc(cc23)-c2cnc([nH]2)CCC(=O)N2CCCC1N2,LRXKJGNMMIWQFA-UHFFFAOYSA-N,1
c1noc2c1CC1C(CCC3C4CCCC4CCC13)N2,LRXICWLAHHWUMG-UHFFFAOYSA-N,1
O=S1(=O)c2ccccc2Nc2c1ccc1ccccc21,LRWWVVKGFZALOV-UHFFFAOYSA-N,1
N=C1CCC2(CC1)CC1NCCc3cc4c(c2c31)OCO4,LRWALQRVJHLEMU-UHFFFAOYSA-N,1
O=C1NCCc2cccc(n2)NCC=CCOc2cccc1c2,LSFSNUZTBVHHJZ-UHFFFAOYSA-N,1
O=C1c2cc3c(cc2OC2CCCN12)C(=O)N1CCCC1O3,LROCDSNASXOHAQ-UHFFFAOYSA-N,1
c1ccc2c(c1)CC1(CCOCC1)Cc1nncn1-2,LRNJRSPWNYKBMN-UHFFFAOYSA-N,1
O=[PH]1Oc2c(ccc3ccc4ccccc4c23)-c2ccc3ccc4ccccc4c3c2O1,LRNFRZRTCKSLIQ-UHFFFAOYSA-N,1
O=C1CCCOC(=O)C2CCCCN2C(=O)C(=O)CCO1,LRMPRIXFXWIJIU-UHFFFAOYSA-N,1
O=C1C=CC2OCCC1O2,QYTWKRDPUQBRKJ-UHFFFAOYSA-N,1
C1=CCCC=CCCC2CCC(C=C1)O2,QYTQTYYTVPDMAN-UHFFFAOYSA-N,1
N=c1c2ccccc2[sH+]c2ccccc12,QYSRRDMIGZXBGN-UHFFFAOYSA-O,1
C1=CC2N=CNC2C=N1,QYSHVORUQQRXCH-UHFFFAOYSA-N,1
C=C1C=Nc2nccn2C1,QYRUZNWUIUHXCX-UHFFFAOYSA-N,1
c1ccc2c(c1)Nc1ccnnc1OCCOCCO2,QYRUVQXYGWPGRH-UHFFFAOYSA-N,1
N=C1CC2CC=CN12,QYRMEBJFUPZNJN-UHFFFAOYSA-N,1
C1=CC2(CO1)c1ccccc1OCC21COC1,QYRCGGGTDGIPQZ-UHFFFAOYSA-N,1
O=C1C=CCCC2=CC(=O)OC2C2OC2C1,LRUILAMUWZVFNP-UHFFFAOYSA-N,1
O=C1CNC(=O)CNC(=O)C2CSSCC(NC(=O)CNC(=O)CN1)C(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NCC(=O)N2,LRUCGFGYDQFTGO-UHFFFAOYSA-N,1
O=C1C=C2CCC3C4CCC5(CCC(=O)O5)C4C4OC4C3C2CC1,LRTYJJJIMWPEON-UHFFFAOYSA-N,1
C=C1C=CNC12OCCO2,LRSZGHMLWOLGJI-UHFFFAOYSA-N,1
O=C1CCCCCCc2cccc3cnn(c23)CC(=O)N2CCC(CN1)C2,LRLNMCADGSXNTE-UHFFFAOYSA-N,1
O=c1[nH]cnc2c1sc1ncc3scnc3c12,LRLHUWCDRPAUIY-UHFFFAOYSA-N,1
O=c1c2ccccc2nc2n1Cc1cc3cccnc3nc1-2,LRJVKAPADDSFCC-UHFFFAOYSA-N,1
C1=C2CNCCC2CCC1,LRGZZEOWQURWFK-UHFFFAOYSA-N,1
S=C1CCC2CCc3[nH]c4ccccc4c3C2N1,LRGQKSZUWPXSIN-UHFFFAOYSA-N,1
O=C1CNC(=O)C2CCCN2C(=O)CNCCCC=CCCCCCCNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CN1,QYZKUXGFRVBBNG-UHFFFAOYSA-N,1
O=C1CC2CC3OC(=O)C4(CCC5COC(C5)CC1O2)OC34,QYYGQAFTVVUMFR-UHFFFAOYSA-N,1
O=c1ccc2cc3c(cc2o1)NCCO3,QYXOWWJKWLKYHS-UHFFFAOYSA-N,1
O=C1CNC(=O)CNC(=O)NC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CNC(=O)CNn2cc(nn2)CCN1,QYWFUYFZJHCJKV-UHFFFAOYSA-N,1
C1=CC2CC3(CC2C1)OCCCO3,QYWDRKVKFOIQSY-UHFFFAOYSA-N,1
C=C1CCCC2C1CC1C3CCC(=O)CC3CC3OC321,QYWDHXQUMDBBGZ-UHFFFAOYSA-N,1
c1ccc2c(c1)OCC1=C2CSC1,QYUUVDPLLKKWMS-UHFFFAOYSA-N,1
c1cc2ccc3c(c2o1)C1CCNC1CC3,LRQQKPGGFYDYRY-UHFFFAOYSA-N,1
O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1COC3,LRQFQGANXKYCER-UHFFFAOYSA-N,1
C1CC23CNCC2CC1O3,LROKXCBTQAFBRO-UHFFFAOYSA-N,1
C1=CC2CCC(C=C1)C2,LROFPFIJCNWASO-UHFFFAOYSA-N,1
O=C1c2ccccc2NC2CC3C=CC=CC3N12,LRFULYZYOFJILJ-UHFFFAOYSA-N,1
C1=CC=NNC=C1,LRANPJDWHYRCER-UHFFFAOYSA-N,1
C=C1CCC2C(CCC3C4CCCCC4CCC23)C1,LQZVMVDCWFBTJG-UHFFFAOYSA-N,1
C=C1C(=O)OC2CCC34CC(C=C3CC12)C1(C4)C(=O)OC2CC3CCCCC3=CC21,LQZHFDFHHVMLFD-UHFFFAOYSA-N,1
C=c1c2nsnc2c(=C)c2nsnc12,QZEYMFXUSHQQND-UHFFFAOYSA-N,1
C1=CC2C(C1)CCC1C2CCC2C3CCCCC3CCC21,QZELIZDVTHRTTK-UHFFFAOYSA-N,1
O=C1C2=C(CCC2)C2OC1C1C(=O)OCC21,QZDQZPABZVFIRS-UHFFFAOYSA-N,1
O=C1CC2C3CC=CCC3CCC2C2CCC3CCCCC3C12,QZCOMFLUMKVNLH-UHFFFAOYSA-N,1
O=C1CCc2c1c1c(c3c2[nH]c2ccccc23)C(=O)NC1=O,QZATXSOYNSMLJE-UHFFFAOYSA-N,1
C1CC2CNC3C4CC2C3(C1)C1CC2CCC43OCOC13C2,QZARVCMBYGAWMJ-UHFFFAOYSA-N,1
c1nc2c(s1)CCN1CCCCC21,QZAPTZRSZYSOGI-UHFFFAOYSA-N,1
O=C1C=NNC2=NC=NC(=O)C12,QZAAFROEZAOKNA-UHFFFAOYSA-N,1
O=C1NC2(CCCOC2)Oc2ccccc21,LRMGJHMOLFXAGL-UHFFFAOYSA-N,1
C1CCC(=[N+]2CCOCC2)CC1,LRMBEAQTOAQYJQ-UHFFFAOYSA-N,1
O=c1c2ccccc2oc2c1oc1ccc3c(c12)CC1CCCCC1O3,LRMATQUTDHZQHC-UHFFFAOYSA-N,1
O=C1CCC2C1CCC1C2CCC2C3CC3CCC21,LRLSBXNBDPIOTP-UHFFFAOYSA-N,1
c1cc2ccc3c4c(ccc3c2o1)CCCC4,LQRKNQFXYXOMOO-UHFFFAOYSA-N,1
O=C1NCc2ncc([nH]2)-c2ccccc2CCCCCCN2CCC12,LQQNGYPYZRGHAP-UHFFFAOYSA-N,1
c1nc2cc3c(cc2[nH]1)C1(CC3)SCCS1,LQQHHWXHNGCXGX-UHFFFAOYSA-N,1
C1C[NH2+]COC1,LQPOOAJESJYDLS-UHFFFAOYSA-O,1
C1SSC2(S1)C1CC3CC(C1)CC2C3,QZJTUCZDIBDYRJ-UHFFFAOYSA-N,1
O=C1CCCNC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CCCCCN1,QZIQEXWRCHDLBR-UHFFFAOYSA-N,1
c1cc2c3c(ccc2[nH]1)OCC1NCCOC31,QZIGTHKLLQKWLA-UHFFFAOYSA-N,1
O=C1NCCCc2ncccc2C2CCN(C2)c2ccn3ncc1c3n2,QZIDUTUYAGZLDF-UHFFFAOYSA-N,1
O=c1[nH]c(=O)c2c(nc3sccn32)[nH]1,QZGDGOCKIXEGGM-UHFFFAOYSA-N,1
c1cnc2c(c1)CSCC2,QZGCHOXPZGOKBN-UHFFFAOYSA-N,1
C1CCC2(CC1)CC1CCC2O1,LQZCNBVCODOZTE-UHFFFAOYSA-N,1
O=C1CCc2cc3ccc(cc3[nH]2)-c2cc3cc(c2)C(NC(=O)CN1)C(=O)NCC(=O)NCCc1ccc(cc1)O3,LQYVKHYOWUFZLD-UHFFFAOYSA-N,1
N=c1nc2cncnc2c[nH]1,LQYCIOQCKLIHES-UHFFFAOYSA-N,1
O=C1CCC2CCCN1C2,LQWWDNCXHUPJLQ-UHFFFAOYSA-N,1
C1=[NH+]OC2=CCCCC12,LQUFKPHYXXJXTQ-UHFFFAOYSA-O,1
N=c1c2ncn3c2ncn1C1CCC(CO[PH](=O)O[PH](=O)O[PH](=O)OCC2CCC3O2)O1,LRFWHFUXMOOPTR-UHFFFAOYSA-N,1
O=c1[nH]c2cc3c(cc2o1)CCCC3,LQDXYYKZVHXWBR-UHFFFAOYSA-N,1
C=C1COC(=O)C2C3=CCCC(CCC12)C3,LQDWXHLRCSEMLA-UHFFFAOYSA-N,1
O=C1C=CCC2Cc3ccccc3C=C12,QZPAMIPRUWQXQX-UHFFFAOYSA-N,1
C=C1CNC(=O)CCNC(=O)CCC2CCN(CC2)CC(=C)C2CCCC1C2,QZOYYRBCGDJVCK-UHFFFAOYSA-N,1
O=C1c2ccccc2-c2nc3cscc3nc21,QZOKHPZJELANJQ-UHFFFAOYSA-N,1
N=c1c2ccccc2c2cc3c(cc12)c(=N)c1ccccc13,QZNRWLXTVXTKEB-UHFFFAOYSA-N,1
O=C1OC(=O)C2C3CCC(C3)C12,LQOPXMZSGSTGMF-UHFFFAOYSA-N,1
c1ccc2c3c(oc2c1)CC1CCC2C(CCC4C5CCCC5CCC42)C1C3,LQOBSHCDYCHAKT-UHFFFAOYSA-N,1
O=C1NC(=O)C2C1CC=C1c3ccccc3CCCC12,LQNZMTNNDQOSJZ-UHFFFAOYSA-N,1
O=C1Nc2ccccc2C1=c1sc2n(c1=O)CNCN=2,LQNUWUUHMHWLBZ-UHFFFAOYSA-N,1
O=C1CCC(=O)OCC2CCCC(O2)OC2CCCOC2OCCCCCCO1,LQNSXEDFUKTXSQ-UHFFFAOYSA-N,1
O=C1C=C2CCC3C4CCCC4C(=O)CC3C2CC1,LQLFYLWEEFWIMN-UHFFFAOYSA-N,1
O=c1cc2[nH]cccc-2c(=O)[nH]1,LQTUBSXZGZFBIK-UHFFFAOYSA-N,1
O=C1c2ncccc2C2NCCN12,LQTPNRSKWIDYKU-UHFFFAOYSA-N,1
O=C1CCC2CCCCC3OC3CCC3CCC(O1)C3C2,LQTFYFCZDXUIPS-UHFFFAOYSA-N,1
C1=C2CCC3=Cc4c(ccc5ccccc45)OC23Oc2ccc3ccccc3c21,LQSZPVPKWPYJPJ-UHFFFAOYSA-N,1
C=C1C=C2C(CCC3C2CCC2CCCCC23)C1,QZWGZCRGDLVLTK-UHFFFAOYSA-N,1
O=C1Nc2ccccc2Nc2cn[nH]c21,QZWBPPHHWWQBTN-UHFFFAOYSA-N,1
c1c2c(nc3sc4c(c13)CCCC4)CCCCC2,QZVPDIQLRJFDDV-UHFFFAOYSA-N,1
N=c1c2ccccc2c2ccc3c4ccccc4c(=N)c3c12,QZVNOYORAVUSCQ-UHFFFAOYSA-N,1
O=c1cnnc2n1N=CC[PH3]S2,QZVIVBHZMIYKAF-UHFFFAOYSA-N,1
O=C1CCC=C2CCNC=C12,QZVANWNFDZYJRX-UHFFFAOYSA-N,1
C1=NC2COCC2n2cccc21,QZUYGAVPDHSMNJ-UHFFFAOYSA-N,1
O=S1(=O)CCCCNCc2ccc3c(c2)N(CCO3)c2cncc(c2)N1,QZUGNEDTIKOJPH-UHFFFAOYSA-N,1
c1cc2c(s1)CCNC21CCNCC1,QZRPWSLIWFBELO-UHFFFAOYSA-N,1
C1=CC2OC3C(CCC1)OCCC1CCCC2C13,QZQIHANHYWFWLC-UHFFFAOYSA-N,1
C1CC2C3CCC(O3)C2C1,QZPHTWMORIVCTQ-UHFFFAOYSA-N,1
O=c1oc2ccc1-c1ccccc1C=Cc1cc3c(c(=O)o1)C(CO3)c1ccc(c(=O)o1)-c1ccccc1C=Cc1cc3c(c(=O)o1)C2CO3,LQKAQDJAQDSKME-UHFFFAOYSA-N,1
O=C1NC2(Cc3c[nH]nc31)CC1CCC(C2)N1,LQJUNULSPADYLQ-UHFFFAOYSA-N,1
O=C1CC2=CCCC(C2)CC2C1CC1OCC12,LQGYGASZBJKICY-UHFFFAOYSA-N,1
O=c1c2cc3ccccc3cc2nc2c3ccccc3ncn12,LQFVYKCNQJYTEA-UHFFFAOYSA-N,1
N=C1C=CC(=O)c2oc3ccccc3c21,LQFPUSLCJKZCML-UHFFFAOYSA-N,1
O=C1Cc2cc[nH]c2-c2ccccc21,LQDOQOHPDZFSJF-UHFFFAOYSA-N,1
O=C1CC2(C=NNC2)C(=O)N1,LQDCEXZTCBHWAV-UHFFFAOYSA-N,1
O=C1Cc2c3nc(cc4nc(cc5ccc(cc6[nH]c2CC6)[nH]5)C=C4)C=C13,LQCYUDAIQCSBJV-UHFFFAOYSA-N,1
O=S1(=O)NCCCCCCCCCCOc2ccccc21,LQCXUAYYTSEWOT-UHFFFAOYSA-N,1
O=C1NC2(CCCC3(CNc4c3ccc3c4OC=CCO3)C2)CN2CCCC12,LQBRJPBJCQWJHD-UHFFFAOYSA-N,1
C1COC2(CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)OC1,LQAXCRJFCKGPIL-UHFFFAOYSA-N,1
O=C1C2CCCC3CCC4N5CCCCC5C5CCCN1C5N4C32,LQAJYRGFCWXGGZ-UHFFFAOYSA-N,1
C1=NCc2scnc21,LPZWSLZTWJJLDI-UHFFFAOYSA-N,1
O=C1CC=CCC2C(=O)OC3CCC1C32,LPZQGZZVIKJJBC-UHFFFAOYSA-N,1
O=C1CCC2CC3CCC4CCCC4C3CC=CC12,LPYIFRCGVDLHJI-UHFFFAOYSA-N,1
C1C[SiH2]C1,QZYLHXTXFGOILC-UHFFFAOYSA-N,1
O=C1CCC2C(CCC3C2CCC2C4CCC(=O)CC4C(=O)CC23)C1,QZXLVRKWSWYHNS-UHFFFAOYSA-N,1
c1ccc2c(c1)OC1(CCOCC1)c1nnnn1-2,QZXJXLJTWCDHPS-UHFFFAOYSA-N,1
c1ccc2c(c1)CO[SiH-]21OCc2ccccc21,QZXARSQYIFPWOW-UHFFFAOYSA-N,1
O=C1N=C2C=CC=CN2C12Cc1ccccc1C2,QZWYXEBIQWJXAR-UHFFFAOYSA-N,1
C1=C2CCCCC2C2CCC3CCCCC3C2C1,QZWLSULCJCKPOM-UHFFFAOYSA-N,1
O=C1CCCSCc2cccc(c2)CSCCCNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,LPTCEKLSLSZQJW-UHFFFAOYSA-N,1
O=C1CCCCC=CCC=CC2C(CO1)CC1OC12,LPSRBCHYXBEDLK-UHFFFAOYSA-N,1
C1=Nc2ccccc2Cn2nncc21,LPSHMFMFMNQEEZ-UHFFFAOYSA-N,1
C1=CC2CCCCC2c2c1ccc1ncoc21,LPRBEDHKTNVMKV-UHFFFAOYSA-N,1
O=C1OCC2COc3ncccc3N12,RAEGQWQXSISANB-UHFFFAOYSA-N,1
c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,RAASUWZPTOJQAY-UHFFFAOYSA-N,1
C1=CC2C=CCCC2CC1,QZZLHFKNZJZKHC-UHFFFAOYSA-N,1
N=C1NCC2CC3OC(CC3=O)C2N1,QZYYQCLYRQDPON-UHFFFAOYSA-N,1
C1#Cc2ccccc2CCc2ccccc21,QZYSAXKZLIAKBT-UHFFFAOYSA-N,1
C=C1C2CC3C(CCC4CCCCC43)C2=CCC2CCCCC12,LPYGDDZXDLZMHM-UHFFFAOYSA-N,1
C1=NC[N-]C1,LPXSZOLODKJBQY-UHFFFAOYSA-N,1
O=C1C=C2CC=CCC2c2ccccc21,LPWSINDLGCWMFG-UHFFFAOYSA-N,1
c1cc2cc(c1)-c1cnn3ccc(nc13)NC1CCCN(CCO2)C1,LPUQLRJTGCVPGM-UHFFFAOYSA-N,1
O=C1C=C2CC3C4CCC(=O)C4CCC3C2CC1,LPUPTYDRNVXZAM-UHFFFAOYSA-N,1
O=C1CCC2C(CCC3OC(=O)CC32)C1,LPUONRDXUPQEGF-UHFFFAOYSA-N,1
O=C1C=CC2(OC3c4c(cccc42)CC2OC23)c2ccccc21,LPUOAYBUBZQXAZ-UHFFFAOYSA-N,1
C=C1CNC(=O)CCNC(=O)CCCC2CCN(CC2)CC(=C)C2CCCC1C2,LPOMSSMLFOXFRJ-UHFFFAOYSA-N,1
O=C1NCc2nc(cs2)-c2ncnc3cc(sc23)-c2cncc(c2)NS(=O)(=O)c2cccc1c2,LPOKCTFDVANXEO-UHFFFAOYSA-N,1
O=C1CCCCCNCC=CCNCCCCCNC(=O)C2CCCN2C(=O)CNC(=O)CN1,LPNUUBPSSKZWSP-UHFFFAOYSA-N,1
c1ccc2c(c1)C[SH+]c1ccccc1O2,LPNFGADRCBCLAZ-UHFFFAOYSA-O,1
N=C1CC2CCC3C4CCCCC4CCC3C2C1,LPNCPRIVQLBJPK-UHFFFAOYSA-N,1
