SMILES,InChI,Count
c1cc2c(cn1)OCCN2,AMSFZNPHLRKOIB-UHFFFAOYSA-N,31
O=c1[nH]c2cccnc2o1,XHYAKZQOCMEICX-UHFFFAOYSA-N,31
O=C1Nc2cccc3nccc1c23,ZGQBJASFDUTTIQ-UHFFFAOYSA-N,31
O=C1c2ccccc2C(=O)c2ncccc21,XPHIPZFRUPJGRX-UHFFFAOYSA-N,31
c1cnc2c3c(ccc2c1)CNCO3,JVCHMNFXPKDMLW-UHFFFAOYSA-N,31
C=C1CCC2c3[nH]c4ccccc4c3CCN2C1,HJAAUEGOLKGVQB-UHFFFAOYSA-N,31
c1cc2c3c(c1)ccn3CCN2,VSJXZSKKSLTLIE-UHFFFAOYSA-N,31
O=C1NNC(=O)C2C3c4ccccc4C(c4ccccc43)C12,WCCPZQAFQNKUHF-UHFFFAOYSA-N,31
C1=C2CCCCC2C2CCC3CCCC3C2=C1,RUUFZLSMGDNUPS-UHFFFAOYSA-N,31
O=C1NC2CCCCC2O1,MZZMFGLUGZUKRI-UHFFFAOYSA-N,31
C1CC2SCCC2CN1,ACQRCYYMJQGKKI-UHFFFAOYSA-N,31
c1cc2c(cn1)OC1CCCC21,RDLODFNWQUJSKC-UHFFFAOYSA-N,31
c1c[nH+]c2cc[nH]c2c1,XWIYUCRMWCHYJR-UHFFFAOYSA-O,31
c1ccn2nc3cncnc3c2c1,PDBAQBSTUJQCEA-UHFFFAOYSA-N,31
C1CC2(CCN1)CNCCN2,LTEQKOJTJCNSKO-UHFFFAOYSA-N,31
N=C1CCC2C(C1)C(=O)CC1C3CCC(=O)C3CCC21,LQNUQNBXJOZACM-UHFFFAOYSA-N,31
O=C1CCCC2(CCC3C4CCc5ccccc5C4CCC32)O1,QZOIMYJCDKPJLS-UHFFFAOYSA-N,31
O=C1CS(=O)(=O)c2ccccc2N1,YIWUEDSIYPTYEF-UHFFFAOYSA-N,31
C1=COc2cc3c(cc2C1)OCO3,TUGHRBFLNYYHMV-UHFFFAOYSA-N,31
O=S1(=O)NCC2(N1)C1CCC2Cc2ccccc2C1,GSBIFPSCVUKHAN-UHFFFAOYSA-N,31
O=C1CC2C(=CCC3C2CC2C4CC(=O)C5CC6OC6CC5C4CCC32)O1,OCQVRLUKNRNUMA-UHFFFAOYSA-N,31
O=C1C=C2COC3C(=C2CC1)CCC1CCCC13,YUCVVYWKOWAQQE-UHFFFAOYSA-N,31
O=C1NCC2(CNC2)O1,JOSUSMBJSISVHN-UHFFFAOYSA-N,31
C1CNNCCN1,BCTOTXKVBAMWTM-UHFFFAOYSA-N,31
O=C1Nc2ccccc2C12C=CCCC2,GGFDJXFHQJZIGI-UHFFFAOYSA-N,31
C=C1C(=O)C23CC1CCC2C12COC3CC1CCCC2=O,WLJPZSCTCAMTCM-UHFFFAOYSA-N,31
c1cc2c(s1)-n1cnnc1COC2,IXYCNFMPHFTAIQ-UHFFFAOYSA-N,31
O=c1[nH]ncc2cnccc12,LVWFGUZOHQWWFU-UHFFFAOYSA-N,31
O=C1CCCCCCCCCCOC2OCCCC2OC2OCCCC2OC2CC(CCO2)O1,FKOLBZUQQLNSKQ-UHFFFAOYSA-N,31
O=c1[nH]c2c(c(=O)[nH]1)CSCC2,MBMVGZILCVFIPD-UHFFFAOYSA-N,31
O=C1NC2c3ccccc3C(=O)N2c2ccccc21,VLBOEFXWNLNKHU-UHFFFAOYSA-N,31
S=C1NCCc2c1[nH]c1ccccc21,YCYYSGANHBDBSN-UHFFFAOYSA-N,31
c1ccc2nc3scnc3nc2c1,FKUIGNVUWDTMOV-UHFFFAOYSA-N,31
S=C1CCCN1,IMWUREPEYPRYOR-UHFFFAOYSA-N,31
O=c1[nH]cnc2c1C1(CCCC1)Cc1ccccc1-2,OPZOHNKLBQDGKC-UHFFFAOYSA-N,31
c1ccc2c3c(ccc2c1)OCNC3,XXVHIISAWAFPAF-UHFFFAOYSA-N,31
C=C1C(=O)C23CC1CCC2C12COC(=O)C1CCCC2OC3=O,CRNYCVLXZDCWDR-UHFFFAOYSA-N,31
c1nc2c(s1)CCc1[nH]ncc1-2,QKSLDURBOJDXRJ-UHFFFAOYSA-N,31
O=C1CC2OCC=C3C[NH+]4CCC56c7ccccc7N1C5C2C3CC46,QMGVPVSNSZLJIA-UHFFFAOYSA-O,31
O=C1NC(=O)C2C1C1CCCN1C21C(=O)Nc2ccccc21,MVGMSNZJTALPIV-UHFFFAOYSA-N,31
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CSCCN1,MAQLVYCBLFJBOV-UHFFFAOYSA-N,31
C1=CCC2C(C1)CCC1C3CCCCC3CCC21,QPWCHEPHPITVJV-UHFFFAOYSA-N,31
c1cc2cc(c1)C[n+]1ccc(c3ccccc31)NCc1ccc(cc1)CNc1cc[n+](c3ccccc13)C2,HZWVJPDDZQOYGA-UHFFFAOYSA-P,31
O=C1Nc2ccccc2C12NC=NO2,BEAAIKDLCIWAGP-UHFFFAOYSA-N,31
O=C1CCC2C(CCC3C2CCC2C4CCCCC4CCC23)C1,NFAYVLAHMGBRQL-UHFFFAOYSA-N,31
O=c1[nH]c(=O)c2cn3c4ccccc4ncc3c2[nH]1,JYRPONRWTXUDMB-UHFFFAOYSA-N,31
O=C1CCC2C=CC1C2,ZNOKHAQBPFTEDP-UHFFFAOYSA-N,31
c1cc2c3c(c1)ccn3CCS2,SIMNGPMCJKJAJU-UHFFFAOYSA-N,31
O=C1NC(=O)C2NC=NC2N1,XFDDPZJZQMXPPZ-UHFFFAOYSA-N,31
O=C1NCC(=O)N2CCNCC12,DPVSPOJGBBOZGB-UHFFFAOYSA-N,31
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CSSCCC(=O)NC(CSSCCN1)C(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)N1CCCC1C(=O)N2,CSRJEGBHOIQYSN-UHFFFAOYSA-N,30
O=C1c2cc(=O)ccn2N2CN1CC=CCOc1cccc3c1C2c1ccccc1SC3,SKAZUSOLWSSQMA-UHFFFAOYSA-N,30
O=c1[nH]c(=O)n2nccc2[nH]1,SJYQALISQZSGLG-UHFFFAOYSA-N,30
C1C2C3NC4C1C1NC2C3CC41,XDKPUICOCCSWKO-UHFFFAOYSA-N,30
O=C1CC2CCC3C4CCCCC4CCC13C2,WUHLJRBKDHXMGB-UHFFFAOYSA-N,30
N=c1[nH]c2ccccc2n2cc3ccccc3c12,OUEOVZAHSWPBSV-UHFFFAOYSA-N,30
O=C1CC2CCC2C2C3CC4CCCC4CC12CO3,OHLLFBYNWDXNKT-UHFFFAOYSA-N,30
c1ccc2c(c1)OCc1cnoc1-2,OLQZHLFAWLJIFG-UHFFFAOYSA-N,30
O=C1CC2CCCC=C2N1,XYOTVNLEVSFRRG-UHFFFAOYSA-N,30
C=C1NC(=O)CNC(=O)CCSCCNC(=O)CNC1=O,RBWJRHCQKCVXMC-UHFFFAOYSA-N,30
O=C1C=CC(=O)C2=C1CC=CO2,YDHLJTYYATZIRM-UHFFFAOYSA-N,30
c1ccc2c(c1)CCn1nccc1N2,FSMVNWHKSCDQGY-UHFFFAOYSA-N,30
c1ccc2c(c1)Cc1cncnc1N2,WHYCSEYXCSBWMJ-UHFFFAOYSA-N,30
O=S1(=O)CCNc2ccccc21,WYUFHUYMJXPXAO-UHFFFAOYSA-N,30
O=C1C=CC2(N1)Oc1ccccc1C2=O,QNHADGFHIUWUDJ-UHFFFAOYSA-N,30
O=C1C=CC2C(=C1)CCC1C2CCC2C3CNCC3CC21,OGAWEXWPJUJLOL-UHFFFAOYSA-N,30
C1=NCc2ccccc2C1,VPKAHUMPZYVNIV-UHFFFAOYSA-N,30
O=C1CCCC=Cc2ccccc2C(=O)OCCCC1,MUFHNCBMIDMOLW-UHFFFAOYSA-N,30
C1CN2CCOCC2CO1,TYBWMNIPMSRFGI-UHFFFAOYSA-N,30
O=C1NC(=O)C2(CCCC2)S1,MCUKDEMJLVLCOM-UHFFFAOYSA-N,30
c1ccc2c3nncsc-3nc2c1,VRBRNVPNAQGCGP-UHFFFAOYSA-N,30
O=C1CCC2=C(N1)c1ccccc1C(=O)C2=O,GSOPWMADJAITBD-UHFFFAOYSA-N,30
C1=NNCCCC1,GSODHWYZNHBOHR-UHFFFAOYSA-N,30
O=C1NCCn2cnc3cccc1c32,OCWIBGIXQMKKSP-UHFFFAOYSA-N,30
C1CCC2C(C1)CCC1CCC3CCC12C3,JYRHXDIDBZKXFQ-UHFFFAOYSA-N,30
c1ccc2c3c([nH]c2c1)CCC1(CCNC1)C3,POJAAWSKRXCGIB-UHFFFAOYSA-N,30
O=c1[nH]c2nncn2c2sc3c(c12)CCOC3,PKXAOEPEJDIQQI-UHFFFAOYSA-N,30
C1CC[NH+]2CCCCC2C1,LJPZHJUSICYOIX-UHFFFAOYSA-O,30
c1cc2c([nH]1)CCC2,JRSKVYIIXZCDOK-UHFFFAOYSA-N,30
C=C1CCC2CCCC3CCCC1C32,IXPHQINQSKHRRT-UHFFFAOYSA-N,30
C1=CC23CCCCC2C2(CCC4CCCC4C12)CO3,DWHSVLMFNUJFGA-UHFFFAOYSA-N,30
O=C1c2ccccc2C(=O)c2c1ccc1ncsc21,WZYHFDHVZIOERD-UHFFFAOYSA-N,30
O=c1oc2ccccc2c2c1CCCCC2,QJDFJKFCDNMCEX-UHFFFAOYSA-N,30
O=S1(=O)Cc2cncnc2C1,BQSZUGLFFUDKLO-UHFFFAOYSA-N,30
c1n[nH]c2c1CCn1cnnc1-2,BAIYDCLETZLHLQ-UHFFFAOYSA-N,30
[NH2+]=c1ccc2nc3ccccc3oc-2c1,IQISHVBBLWAPOE-UHFFFAOYSA-O,30
O=C1C2=NCCCN2c2ccccc21,QTINRPIWCDVKSK-UHFFFAOYSA-N,30
O=S1(=O)Nc2ccccc2Cc2ccccc21,LJDGYGQIYYZHIT-UHFFFAOYSA-N,30
N=C1CCSC2=C1CNCC2,JQJONCYUWBBHRZ-UHFFFAOYSA-N,30
C1=CCC2OCCCC2C1,BMPXDTGMHXSFEF-UHFFFAOYSA-N,30
C1CC2CN(C1)CCN2,NYPUYWSDUIENGC-UHFFFAOYSA-N,30
C1=C2CCCC3CCCC3=CC2CC1,WPPWVCCGHSEFOW-UHFFFAOYSA-N,30
C1CC2CC3CC1CC2C3,IPOMLSMRFPLARI-UHFFFAOYSA-N,30
N=c1[nH]c(=O)[nH]c2[nH]ncc12,KTQYLKORCCNJTQ-UHFFFAOYSA-N,30
O=C1NC(=O)C2(N1)OC(=O)c1ccccc12,BYGPVXWHDMWQFR-UHFFFAOYSA-N,30
C=C1C(=O)OC2C1CCC1CCCCC12,PWLYEVUEBUFFJA-UHFFFAOYSA-N,30
c1ccc2c(c1)[nH+]c1n2CCCCC1,DCTNNCRXHJPSCP-UHFFFAOYSA-O,30
C=C1CC2C=CCC3CC(=C)CC(CCOC(=O)CCCC4CCCC(CC(C1)O2)O4)O3,AUOQFCMNCGQQDP-UHFFFAOYSA-N,30
O=C1NC(=S)N2CCCC12,ZVDTVBBUOZQAAW-UHFFFAOYSA-N,30
c1c2c(cc3c1OCO3)CC1COCC1C2,ZVDRKAVKNIIUMU-UHFFFAOYSA-N,30
c1nn2cnnc2c2c1OCCN2,AFTUJUUUPBFISX-UHFFFAOYSA-N,30
N=S1(=O)CCCCC1,UIBWDNFGDBQBDK-UHFFFAOYSA-N,30
C1=[NH+]CCc2c1[nH]c1ccccc21,NTYXKFHKVREUMR-UHFFFAOYSA-O,30
O=[PH]1OCC2OCCC2O[PH](=O)OC2CCC(C2)O1,VSDWMBJDYGVPBG-UHFFFAOYSA-N,30
C=C1C(=O)OC2c3ccccc3CCC12,RXPSYPATKRWLTL-UHFFFAOYSA-N,30
C1CCC2C(C1)CCC13CC(CCC21)C1=NNCC13,RSWQITXVBNCNNO-UHFFFAOYSA-N,30
C1CC2CCC3C(CCC4C5CCCC5CCC43)C2C1,DOHFNIKLZOFNCE-UHFFFAOYSA-N,30
C1=Cc2c(ccc3ccccc23)OC1,VCMLCMCXCRBSQO-UHFFFAOYSA-N,30
c1ccc2c(c1)nc1cc3c(cn12)CCC3,VCUKUUZFIPPDRI-UHFFFAOYSA-N,30
O=C1c2ccccc2-c2c1cnc1ccccc21,UZFAGXNQUOXUBW-UHFFFAOYSA-N,30
O=C1CC2(NC(=O)c3ccccc32)C(=O)N1,VFOUJMATDYZBEX-UHFFFAOYSA-N,30
O=C1CC2(CCNC2)C(=O)N1,VCXLPWQUPBNBSC-UHFFFAOYSA-N,30
O=C1Nc2cncnc2N2CCOCC12,HIAQYLUHUQLJOR-UHFFFAOYSA-N,30
O=C1C=Cc2ccc3c(c2C1=O)CCCC3,GEPDWFWEEIMFMO-UHFFFAOYSA-N,30
C1CCC2(CCNCC2)NC1,XLTAYZVSYHTRHI-UHFFFAOYSA-N,30
O=c1ncc2ccsc2[nH]1,BJFRGPOYSWQQRQ-UHFFFAOYSA-N,30
c1ccc2c(c1)CC1COc3ccccc3C21,HKPBWOJLXPQYOQ-UHFFFAOYSA-N,30
c1ccc2c(c1)SN1CCCN=C21,GOODELVXTBGKNR-UHFFFAOYSA-N,30
C1NC2CC1C1CC21,YTTQSQGNZUDQST-UHFFFAOYSA-N,30
O=C1c2cc(=O)ccn2N2CC=CCN1C2,FNMZOJPPKQCJCW-UHFFFAOYSA-N,30
O=C1c2ccccc2C(=O)c2c1ccc1ccccc21,LHMRXAIRPKSGDE-UHFFFAOYSA-N,30
c1ccc2c(c1)CC1NCCC23CC2CCC13O2,HQHJNJMJYGCYLB-UHFFFAOYSA-N,30
O=c1[nH]nc2n1-c1ccccc1SC2,DEHMKMLLYRNHIJ-UHFFFAOYSA-N,30
O=C1c2cc(=O)ccn2N2CCCCN1C2,IECXAWHULDVJGO-UHFFFAOYSA-N,30
C1CNC2CC2C1,RMLNAEPKTRCSRH-UHFFFAOYSA-N,30
C=C1NC(=O)CCCNC(=O)CNC(=O)CNC(=O)CNCCNC(=O)CNC1=O,LDALVGDNCSPAJM-UHFFFAOYSA-N,30
S=C1NCC=NN1,YRSVTDYVECMDPD-UHFFFAOYSA-N,30
c1ccc2nc3ccnn3cc2c1,CLLLDPPCNAQQNI-UHFFFAOYSA-N,30
C=C1C=CC(=O)NC1=O,MKKIABGNAQGLQY-UHFFFAOYSA-N,30
c1cc2cc(c1)-c1cnn3ccc(nc13)NCCOCCO2,ZQWGOPOBEHTGBB-UHFFFAOYSA-N,30
O=c1[nH]nc2[nH]c3ccccc3n2c1=O,BOCXXBQCSYYJRL-UHFFFAOYSA-N,30
O=C1OCc2cc3c(cc21)Oc1ccccc1O3,UXKIXGZAOPEMPU-UHFFFAOYSA-N,30
O=C1CC2(CCCNC2)Oc2ccccc21,DKADPBOTFAEFOV-UHFFFAOYSA-N,30
O=C1c2ccsc2C(=O)c2cccnc21,KZDFUDAVQFAZAA-UHFFFAOYSA-N,30
O=c1cc2cccnn2cn1,XQLBCQUFNNIKHN-UHFFFAOYSA-N,30
O=C1CCCOc2ccc(cc2)CCNC(=O)CN1,UXHCJGAQRWISAV-UHFFFAOYSA-N,30
C1=CC2CCC=CC2CC1,OVTOUIPTRRPHCA-UHFFFAOYSA-N,30
C=C1C=CC(=O)CC1=O,XDENFQIGXFVDRW-UHFFFAOYSA-N,30
c1ccc2c(c1)CCC1C2CCC2c3n[nH]cc3CC21,SSJJOPIHIOXNCN-UHFFFAOYSA-N,30
C1CNCC2(C1)CCOC2,ARDULWLULNPQBX-UHFFFAOYSA-N,30
C1CCCCCCCCCCCCCC1,SRONXYPFSAKOGH-UHFFFAOYSA-N,30
O=C1OCC2OCC3OC(=O)c4ccccc4-c4ccccc4C(=O)OC3C2OC(=O)c2ccccc2-c2ccccc21,MCPNEYXFOATMCM-UHFFFAOYSA-N,30
C1=CC2CCCN2C1,CSNWPSHAZNPDBA-UHFFFAOYSA-N,30
c1cc2n(c1)-c1ncncc1CC2,AAFYVJAIESGGLW-UHFFFAOYSA-N,29
c1ccc2c(c1)CCSC2,ZZQUQFZVCJWSER-UHFFFAOYSA-N,29
N=C1NC2(CCCCO2)CCS1,OOOLPZPZYUNPSZ-UHFFFAOYSA-N,29
O=C1CCCCCCN1,CJYXCQLOZNIMFP-UHFFFAOYSA-N,29
C1=CNC=CN1,XYNBEQAWBCGIMD-UHFFFAOYSA-N,29
O=c1c2sccc2nc2n1CCNCC2,NAOZVVDTASVPHB-UHFFFAOYSA-N,29
O=C1CCCc2c1cc1n2-c2cccc(c2)NCCCNCC1,CNBIWWPFEIRRLY-UHFFFAOYSA-N,29
O=c1cc2oc3ccccc3nc-2c2ccccc12,LXARMRGJFVAFPR-UHFFFAOYSA-N,29
O=C1CSc2[nH]ncc2N1,NFASNRSXDSYLFB-UHFFFAOYSA-N,29
N=C1C=CC=CC2OC2CCOC(=O)c2ccccc2C1,YDXUBCLCDOUVHO-UHFFFAOYSA-N,29
O=C1CC2CCc3ccccc3C2=NN1,OIKWDQCQKHLXLI-UHFFFAOYSA-N,29
C1CNCC2(C1)CCC2,OSWZGWQDPZSXLZ-UHFFFAOYSA-N,29
C1CCC2C(C1)CCC1CC3CCCC12C3,BVKQKBAWURLCEP-UHFFFAOYSA-N,29
c1ccc2c3c([nH]c2c1)CC1CCNCC1C3,JNHNTLKCXXWZHY-UHFFFAOYSA-N,29
C1=C2C3CCCCC3CCC2C2CCC3Cc4nc5ccccc5cc4CC3C2C1,NCNRUNHYSWLYGQ-UHFFFAOYSA-N,29
c1ccc2c(c1)CCC1NCc3sccc3C21,XTCTYGIKFSQTJE-UHFFFAOYSA-N,29
O=C1C=CC2C(CCC3C4CCCC4CCC23)C1,LHDVRWYUSUPRJB-UHFFFAOYSA-N,29
c1ccc2c(c1)Cc1cncnc1CO2,WMUOGNDJDURHSY-UHFFFAOYSA-N,29
O=C1CCC2(CCNC(=O)O2)CC1,OJUCJKSFJSARCU-UHFFFAOYSA-N,29
O=C1c2ccccc2CC2CCCCC12,QOTCSCVHPPXXQB-UHFFFAOYSA-N,29
C1CCC2OCCC2C1,DNZWAKVIOXCEHH-UHFFFAOYSA-N,29
C1=C2CCCCC2Cn2cncc21,XGBMSQVQKZLICN-UHFFFAOYSA-N,29
O=C1OCC2C3CCC(O3)C12,ZMBDOIYQGZHKEU-UHFFFAOYSA-N,29
O=c1c2[nH]ccc2[nH]c2nncn12,KRAGDBFNVKUIHQ-UHFFFAOYSA-N,29
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CNC(=O)c3cc(cc(c3)C(=O)NCC(=O)NCC(=O)NCC(=O)N3CCCCC3C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N2)C(=O)NCCN1,PVBQPJIHEOJFGN-UHFFFAOYSA-N,29
O=C1NCCc2cc3c(cc21)OCO3,VSOJKDUWYQCWFM-UHFFFAOYSA-N,29
O=c1ccc2nc3ccccc3sc-2c1,YKGCCFHSXQHWIG-UHFFFAOYSA-N,29
O=C1NC(=O)N2C1CSC21C(=O)Nc2ccccc21,SYHRCVXHUCTITN-UHFFFAOYSA-N,29
C=C1Oc2ccc3c(c2C1=O)OC1=CC=CC(=O)C13,CISZXXSXOUMQDH-UHFFFAOYSA-N,29
C1CC2CCC(CN2)N1,GIYOIRSIROZLGE-UHFFFAOYSA-N,29
O=C1CCSSCCNC(=O)C2CCCN2C(=O)C(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,QTSUXMAITROXJB-UHFFFAOYSA-N,29
C1CC2CCOC2CO1,LXGBNQUFCRTRQT-UHFFFAOYSA-N,29
O=C1C=C2CCC3C(=CCC4CCCC43)C2CC1,OYAIFRCHRXDXKY-UHFFFAOYSA-N,29
O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,ABQIYWGEXNZZEM-UHFFFAOYSA-N,29
O=C1CC2CCC1CN2,TYIHTHRHKCYYRE-UHFFFAOYSA-N,29
c1ccc2c(c1)c1c3n2CCC2CCCN(CC1)C32,GXHZMCMYZMUTJP-UHFFFAOYSA-N,29
S=c1[nH]c(=S)c2ccccc2o1,ZPEMHFBYKWBQAT-UHFFFAOYSA-N,29
O=C1NCC2(CCC3C(CCC4C5CCC(=O)C5CCC34)C2)O1,MBMSGLVGWWZXDY-UHFFFAOYSA-N,29
O=C1Nc2ccccc2Sc2ncccc21,MHFFMYZSCIPGBD-UHFFFAOYSA-N,29
C=C1CCCOCC1,DMSKDVOMDGLMMK-UHFFFAOYSA-N,29
O=C1CNC(=O)CNC(=O)COC(=O)C=CCCCCOC(=O)CNC(=O)CNC(=O)CN1,LHAAYTNUPKMNQM-UHFFFAOYSA-N,29
O=C1NCc2ccccc2-c2c1[nH]c1ccccc21,MTSJAEVRQBBFOS-UHFFFAOYSA-N,29
C1CCC2=C(C1)CCCC2,ZKZCHOVDCNLSKG-UHFFFAOYSA-N,29
c1nc2c(s1)CCCc1n[nH]cc1-2,SQFVYUALLGNBGP-UHFFFAOYSA-N,29
c1nncc2c1C1CCC2CC1,BEXDHHMJNIMCLM-UHFFFAOYSA-N,29
O=C1Nc2ccccc2C12CC=NO2,FPROYRIZISCBTL-UHFFFAOYSA-N,29
O=S1(=O)NCCC12CCNC2,ZNIIWJHRQOLDEQ-UHFFFAOYSA-N,29
O=C1NC2(CCCCC2)Nc2ccccc21,LUDINISIACCKKZ-UHFFFAOYSA-N,29
O=C1CCC=CCCNC(=O)CNC(=O)CN1,DCYPDYXKPIPQFD-UHFFFAOYSA-N,29
C=C1NCCc2ccccc21,MHYQPYXJECGQQX-UHFFFAOYSA-N,29
O=C1c2ccccc2C2=Nc3ccccc3CN12,HERDZZROLGGPBU-UHFFFAOYSA-N,29
O=c1[nH]c(=O)c2cc3c(=O)[nH]c(=O)c3cc12,UGQZLDXDWSPAOM-UHFFFAOYSA-N,29
c1ccc2c(c1)Cc1c-2nc2cccc3c2c1CCN3,QHKJISNIGSCYCO-UHFFFAOYSA-N,29
C1CC2=C3CCC4CCCCC4C3CCC2C1,MLSZWBXEEFFSSH-UHFFFAOYSA-N,29
O=C1C=CC2CCCC2N1,XQBZCCFXDRSBTF-UHFFFAOYSA-N,29
O=c1ccn2c(c1)-c1ccccc1CN2,PJXCFFXQSFZGNP-UHFFFAOYSA-N,29
C1CC2CC1C1CC21,PSZPCAFRANQPLS-UHFFFAOYSA-N,29
O=C1CCOC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,PWRCPONRVGVOPC-UHFFFAOYSA-N,29
c1cc2c3c(cnc2s1)COCC3,CKYGEYIFKDIKPX-UHFFFAOYSA-N,29
O=C1CCC2C(=CCC3C4CCCC4CCC23)C1,RBKKAFHLPOSNLN-UHFFFAOYSA-N,29
c1ncc2c(n1)CCN2,LMAYDNVIKBCSLP-UHFFFAOYSA-N,29
N=c1[nH]c2cccnc2[nH]1,KXQPVJRJUJJWQJ-UHFFFAOYSA-N,29
C1=CSCN1,OYJGEOAXBALSMM-UHFFFAOYSA-N,29
O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,YIUUXKRFBJZSFU-UHFFFAOYSA-N,29
C=C1C=CCOC1,ZJYJIBDFYCXQBI-UHFFFAOYSA-N,29
O=c1[nH][nH]c2cc(=O)n3c(c12)CNCCC3,AUNCICYDCVNTGH-UHFFFAOYSA-N,29
c1c2c(cc3c1OCO3)CCC2,FICDKNGIWMKZPY-UHFFFAOYSA-N,29
O=C1Nc2cncnc2Nc2scnc21,FIFVEITZOTWNTM-UHFFFAOYSA-N,29
c1ccc2c3c([nH]c2c1)-c1n[nH]cc1CC3,WQSHEPAFFTVLAP-UHFFFAOYSA-N,29
C1=NOC2(C1)CCCNC2,FJQFXEYDGDUYOL-UHFFFAOYSA-N,29
O=S1(=O)NCCCO1,HIYBICWLLTWQND-UHFFFAOYSA-N,29
c1ccc2c(c1)ncn1ccnc21,HKJZDEUEWZSNFY-UHFFFAOYSA-N,29
c1ccc2c(c1)COC21CCCCC1,WWKVFWLVVSEMCQ-UHFFFAOYSA-N,29
C1=COCN1,ZABMHLDQFJHDSC-UHFFFAOYSA-N,29
O=C1COC2(CCNCC2)N1,GEVYCDNFBDUINU-UHFFFAOYSA-N,29
O=C1CC(=O)N1,WBTCPVUCKKBWBS-UHFFFAOYSA-N,29
c1ccc2c(c1)[nH]c1cnncc12,LDBZRFQWKQUHFF-UHFFFAOYSA-N,29
O=c1[nH]c(=S)c2ccccc2o1,QBPGAVIYNXXZJF-UHFFFAOYSA-N,29
O=C1c2cc3ccccn3c2C(=O)c2cccnc21,QEDFPABJJYZYHS-UHFFFAOYSA-N,29
O=C1CNC(=O)CNC(=O)C2CSSCCC(=O)NC(CSSCCNC(=O)CNC(=O)C3CCCN3C(=O)CNC(=O)CN1)C(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)NCC(=O)N2,IEJJBQCVKXBZAP-UHFFFAOYSA-N,29
C1=COc2ncsc2C1,UOOAROJERQKRJD-UHFFFAOYSA-N,29
C1CC2OCC3(C1)CCC1C4CCC5Cc6[nH]nnc6CC5C4CCC1C23,FDXSCZHDKUXGEA-UHFFFAOYSA-N,29
O=C1OCCC12CCNCC2,HZLUMDLSMBEFMQ-UHFFFAOYSA-N,29
O=C1CCCCCCOc2ccc(cc2)CCN1,HZFLIBTYPDZCFO-UHFFFAOYSA-N,29
O=S1(=O)CC23CCC(CC2N1)C3,HQIUBOSBAOQNJP-UHFFFAOYSA-N,29
O=C1NC(=O)C2C1CC=C1CNCC12,LRWDKPAFGCGWRW-UHFFFAOYSA-N,29
O=C1CCCC2C3CNCC(C3)CN12,KWVYCGMBGRYVQH-UHFFFAOYSA-N,29
O=C1CCC2C(=CCC3C4CCCC4CCC23)N1,PREVDHMYVDYTMM-UHFFFAOYSA-N,29
O=C1c2ccccc2C(=O)c2c1ccc1c(=O)ccoc21,YHVJIYJTXNLPLM-UHFFFAOYSA-N,29
C1CC2COC3CCC4COCC4(C1)C23,HSTGCWSCAHEUHN-UHFFFAOYSA-N,29
O=C1Cc2ccccc2C2(CCNCC2)N1,HPLNLUQJIUYDSU-UHFFFAOYSA-N,29
C=C1C(=O)OC2C3=CCCC3CCCC12,AXGYREYICIFKIW-UHFFFAOYSA-N,29
O=C1c2ccncc2C(=O)c2[nH]ccc21,ROWIFTUWJPMSDH-UHFFFAOYSA-N,29
O=C1CNCC2c3ccccc3CCCN12,SJRRUSANHUTZMQ-UHFFFAOYSA-N,29
O=C1CNCC2CCCCN12,DPTQSVONRGAROK-UHFFFAOYSA-N,29
O=C1N=CNCN1,DQJASXZUTVHANO-UHFFFAOYSA-N,29
C1=CC2CCCNC2n2c1cc1ccccc12,XZIAONSOCNRIEG-UHFFFAOYSA-N,29
O=c1nc2c(c[nH]1)Oc1ccccc1N2,PTFYZDMJTFMPQW-UHFFFAOYSA-N,29
C1CNCC[NH2+]C1,FQUYSHZXSKYCSY-UHFFFAOYSA-O,29
N=C1N=CCS1,CQOALHPQGSYSNO-UHFFFAOYSA-N,29
O=C1CCC(=O)NCC(=O)NCC(=O)N2CCCC2C(=O)NCC(=O)NCCCCCN1,AAWAZCNCMFVNEX-UHFFFAOYSA-N,28
c1ncc2sncc2n1,OPADCMQOUIZWKV-UHFFFAOYSA-N,28
C=C1CS(=O)(=O)CC2CNN=C12,NZVYWAYFVAQLRQ-UHFFFAOYSA-N,28
c1ccc2c(c1)COCCO2,PEQCTBGJSLSDKB-UHFFFAOYSA-N,28
